id,npcShipId,slotOrder,slotId,itemDefId,notesKo
npc_wave_invader_t28__EX_01,npc_wave_invader_t28,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_wave_invader_t29__ARMOR,npc_wave_invader_t29,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_wave_invader_t29__ENGINE,npc_wave_invader_t29,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_wave_invader_t29__SYSTEM,npc_wave_invader_t29,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_wave_invader_t29__EX_01,npc_wave_invader_t29,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_wave_invader_t30__ARMOR,npc_wave_invader_t30,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_wave_invader_t30__ENGINE,npc_wave_invader_t30,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_wave_invader_t30__SYSTEM,npc_wave_invader_t30,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_wave_invader_t30__EX_01,npc_wave_invader_t30,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_arcadia_01__ARMOR,npc_enemy_arcadia_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_arcadia_01__ENGINE,npc_enemy_arcadia_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_arcadia_01__SYSTEM,npc_enemy_arcadia_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_arcadia_01__EX_01,npc_enemy_arcadia_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_arcadia_02__ARMOR,npc_enemy_arcadia_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_arcadia_02__ENGINE,npc_enemy_arcadia_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_arcadia_02__SYSTEM,npc_enemy_arcadia_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_arcadia_02__EX_01,npc_enemy_arcadia_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_arcadia_03__ARMOR,npc_enemy_arcadia_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_arcadia_03__ENGINE,npc_enemy_arcadia_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_arcadia_03__SYSTEM,npc_enemy_arcadia_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_arcadia_03__EX_01,npc_enemy_arcadia_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_draco_01__ARMOR,npc_enemy_draco_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_draco_01__ENGINE,npc_enemy_draco_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_draco_01__SYSTEM,npc_enemy_draco_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_draco_01__EX_01,npc_enemy_draco_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_draco_02__ARMOR,npc_enemy_draco_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_draco_02__ENGINE,npc_enemy_draco_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_draco_02__SYSTEM,npc_enemy_draco_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_draco_02__EX_01,npc_enemy_draco_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_solar_01__ARMOR,npc_enemy_solar_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_solar_01__ENGINE,npc_enemy_solar_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_solar_01__SYSTEM,npc_enemy_solar_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_solar_01__EX_01,npc_enemy_solar_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_draco_03__ARMOR,npc_enemy_draco_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_draco_03__ENGINE,npc_enemy_draco_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_draco_03__SYSTEM,npc_enemy_draco_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_draco_03__EX_01,npc_enemy_draco_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_minerva_01__ARMOR,npc_enemy_minerva_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_minerva_01__ENGINE,npc_enemy_minerva_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_minerva_01__SYSTEM,npc_enemy_minerva_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_minerva_01__EX_01,npc_enemy_minerva_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_vega_01__ARMOR,npc_enemy_vega_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_vega_01__ENGINE,npc_enemy_vega_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_vega_01__SYSTEM,npc_enemy_vega_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_vega_01__EX_01,npc_enemy_vega_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_eden_01__ARMOR,npc_enemy_eden_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_eden_01__ENGINE,npc_enemy_eden_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_eden_01__SYSTEM,npc_enemy_eden_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_eden_01__EX_01,npc_enemy_eden_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_blue_fleet_2__ARMOR,npc_blue_fleet_2,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_blue_fleet_2__ENGINE,npc_blue_fleet_2,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_blue_fleet_2__SYSTEM,npc_blue_fleet_2,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_blue_fleet_2__EX_01,npc_blue_fleet_2,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_iron_01__ARMOR,npc_enemy_iron_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_iron_01__ENGINE,npc_enemy_iron_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_iron_01__SYSTEM,npc_enemy_iron_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_iron_01__EX_01,npc_enemy_iron_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_iron_02__ARMOR,npc_enemy_iron_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_iron_02__ENGINE,npc_enemy_iron_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_iron_02__SYSTEM,npc_enemy_iron_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_iron_02__EX_01,npc_enemy_iron_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_iron_03__ARMOR,npc_enemy_iron_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_iron_03__ENGINE,npc_enemy_iron_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_iron_03__SYSTEM,npc_enemy_iron_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_iron_03__EX_01,npc_enemy_iron_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_blue_fleet_3__ARMOR,npc_blue_fleet_3,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_blue_fleet_3__ENGINE,npc_blue_fleet_3,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_blue_fleet_3__SYSTEM,npc_blue_fleet_3,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_blue_fleet_3__EX_01,npc_blue_fleet_3,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_ai_clan_pvp_flagship__ARMOR,npc_ai_clan_pvp_flagship,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_ai_clan_pvp_flagship__ENGINE,npc_ai_clan_pvp_flagship,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_ai_clan_pvp_flagship__SYSTEM,npc_ai_clan_pvp_flagship,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_ai_clan_pvp_flagship__EX_01,npc_ai_clan_pvp_flagship,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_red_fleet_3__ARMOR,npc_red_fleet_3,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_red_fleet_3__ENGINE,npc_red_fleet_3,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_red_fleet_3__SYSTEM,npc_red_fleet_3,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_red_fleet_3__EX_01,npc_red_fleet_3,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_15__ARMOR,npc_mock_ai_ship_15,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_15__ENGINE,npc_mock_ai_ship_15,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_15__SYSTEM,npc_mock_ai_ship_15,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_15__EX_01,npc_mock_ai_ship_15,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_04__ARMOR,npc_mock_ai_ship_04,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_04__ENGINE,npc_mock_ai_ship_04,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_04__SYSTEM,npc_mock_ai_ship_04,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_04__EX_01,npc_mock_ai_ship_04,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_11__ARMOR,npc_mock_ai_ship_11,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_11__ENGINE,npc_mock_ai_ship_11,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_11__SYSTEM,npc_mock_ai_ship_11,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_11__EX_01,npc_mock_ai_ship_11,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_omega_01__ARMOR,npc_enemy_omega_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_omega_01__ENGINE,npc_enemy_omega_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_omega_01__SYSTEM,npc_enemy_omega_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_omega_01__EX_01,npc_enemy_omega_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_omega_02__ARMOR,npc_enemy_omega_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_omega_02__ENGINE,npc_enemy_omega_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_omega_02__SYSTEM,npc_enemy_omega_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_omega_02__EX_01,npc_enemy_omega_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_omega_03__ARMOR,npc_enemy_omega_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_omega_03__ENGINE,npc_enemy_omega_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_omega_03__SYSTEM,npc_enemy_omega_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_omega_03__EX_01,npc_enemy_omega_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_helios_01__ARMOR,npc_enemy_helios_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_helios_01__ENGINE,npc_enemy_helios_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_helios_01__SYSTEM,npc_enemy_helios_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_helios_01__EX_01,npc_enemy_helios_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_helios_02__ARMOR,npc_enemy_helios_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_helios_02__ENGINE,npc_enemy_helios_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_helios_02__SYSTEM,npc_enemy_helios_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_helios_02__EX_01,npc_enemy_helios_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_helios_03__ARMOR,npc_enemy_helios_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_helios_03__ENGINE,npc_enemy_helios_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_helios_03__SYSTEM,npc_enemy_helios_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_helios_03__EX_01,npc_enemy_helios_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_blue_fleet_1__ARMOR,npc_blue_fleet_1,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_blue_fleet_1__ENGINE,npc_blue_fleet_1,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_blue_fleet_1__SYSTEM,npc_blue_fleet_1,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_blue_fleet_1__EX_01,npc_blue_fleet_1,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_vega_blue_10__ARMOR,npc_vega_blue_10,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_vega_blue_10__ENGINE,npc_vega_blue_10,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_vega_blue_10__SYSTEM,npc_vega_blue_10,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_vega_blue_10__EX_01,npc_vega_blue_10,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_10__ARMOR,npc_mock_ai_ship_10,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_10__ENGINE,npc_mock_ai_ship_10,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_10__SYSTEM,npc_mock_ai_ship_10,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_10__EX_01,npc_mock_ai_ship_10,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_16__ARMOR,npc_mock_ai_ship_16,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_16__ENGINE,npc_mock_ai_ship_16,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_16__SYSTEM,npc_mock_ai_ship_16,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_16__EX_01,npc_mock_ai_ship_16,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_09__ARMOR,npc_mock_ai_ship_09,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_09__ENGINE,npc_mock_ai_ship_09,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_09__SYSTEM,npc_mock_ai_ship_09,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_09__EX_01,npc_mock_ai_ship_09,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_19__ARMOR,npc_mock_ai_ship_19,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_19__ENGINE,npc_mock_ai_ship_19,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_19__SYSTEM,npc_mock_ai_ship_19,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_19__EX_01,npc_mock_ai_ship_19,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_blue_fleet_4__ARMOR,npc_blue_fleet_4,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_blue_fleet_4__ENGINE,npc_blue_fleet_4,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_blue_fleet_4__SYSTEM,npc_blue_fleet_4,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_blue_fleet_4__EX_01,npc_blue_fleet_4,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_06__ARMOR,npc_mock_ai_ship_06,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_06__ENGINE,npc_mock_ai_ship_06,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_06__SYSTEM,npc_mock_ai_ship_06,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_06__EX_01,npc_mock_ai_ship_06,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_14__ARMOR,npc_mock_ai_ship_14,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_14__ENGINE,npc_mock_ai_ship_14,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_14__SYSTEM,npc_mock_ai_ship_14,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_14__EX_01,npc_mock_ai_ship_14,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_18__ARMOR,npc_mock_ai_ship_18,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_18__ENGINE,npc_mock_ai_ship_18,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_18__SYSTEM,npc_mock_ai_ship_18,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_18__EX_01,npc_mock_ai_ship_18,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_07__ARMOR,npc_mock_ai_ship_07,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_07__ENGINE,npc_mock_ai_ship_07,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_07__SYSTEM,npc_mock_ai_ship_07,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_07__EX_01,npc_mock_ai_ship_07,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_vega_blue_11__ARMOR,npc_vega_blue_11,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_vega_blue_11__ENGINE,npc_vega_blue_11,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_vega_blue_11__SYSTEM,npc_vega_blue_11,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_vega_blue_11__EX_01,npc_vega_blue_11,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_vega_blue_7__ARMOR,npc_vega_blue_7,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_vega_blue_7__ENGINE,npc_vega_blue_7,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_vega_blue_7__SYSTEM,npc_vega_blue_7,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_vega_blue_7__EX_01,npc_vega_blue_7,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_01__ARMOR,npc_mock_ai_ship_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_01__ENGINE,npc_mock_ai_ship_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_01__SYSTEM,npc_mock_ai_ship_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_01__EX_01,npc_mock_ai_ship_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_red_fleet_2__ARMOR,npc_red_fleet_2,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_red_fleet_2__ENGINE,npc_red_fleet_2,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_red_fleet_2__SYSTEM,npc_red_fleet_2,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_red_fleet_2__EX_01,npc_red_fleet_2,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_vega_blue_8__ARMOR,npc_vega_blue_8,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_vega_blue_8__ENGINE,npc_vega_blue_8,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_vega_blue_8__SYSTEM,npc_vega_blue_8,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_vega_blue_8__EX_01,npc_vega_blue_8,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_neweden_blue_7__ARMOR,npc_neweden_blue_7,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_neweden_blue_7__ENGINE,npc_neweden_blue_7,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_neweden_blue_7__SYSTEM,npc_neweden_blue_7,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_neweden_blue_7__EX_01,npc_neweden_blue_7,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_02__ARMOR,npc_mock_ai_ship_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_02__ENGINE,npc_mock_ai_ship_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_02__SYSTEM,npc_mock_ai_ship_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_02__EX_01,npc_mock_ai_ship_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_blue_fleet_6__ARMOR,npc_blue_fleet_6,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_blue_fleet_6__ENGINE,npc_blue_fleet_6,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_blue_fleet_6__SYSTEM,npc_blue_fleet_6,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_blue_fleet_6__EX_01,npc_blue_fleet_6,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_sirius_01__ARMOR,npc_enemy_sirius_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_sirius_01__ENGINE,npc_enemy_sirius_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_sirius_01__SYSTEM,npc_enemy_sirius_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_sirius_01__EX_01,npc_enemy_sirius_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_sirius_02__ARMOR,npc_enemy_sirius_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_sirius_02__ENGINE,npc_enemy_sirius_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_sirius_02__SYSTEM,npc_enemy_sirius_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_sirius_02__EX_01,npc_enemy_sirius_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_sirius_03__ARMOR,npc_enemy_sirius_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
