npcMode,id,name,특징설명,hullTypeId,captainId,homeSystemId,maxHp,maxShield,armor,attackBonus,damageDiceCount,damageDiceSides,damageDiceBonus,maxMoveSpeedPxPerMs,accelPxPerMs2,maxTurnRateRadPerMs,turnAccelRadPerMs2,detectRangeScale,laserCooldownJitterMinMs,laserCooldownJitterMaxMs,missileCooldownJitterMinMs,missileCooldownJitterMaxMs,salvoStepMinMs,salvoStepMaxMs,engageStartDelayMinMs,engageStartDelayMaxMs,laserWeaponId,missileWeaponId,closeRangeWeaponId,auxWeaponId,infoLineSuffix,arcTrafficDwellRadPerSec,arcTrafficPhaseDurationMul,arcTrafficPlanetDwellSecMin,arcTrafficPlanetDwellSecMax,portraitImageAssetKey,topViewImageAssetKey,tradePortListed,strStat,dexStat,sizeClass,expReward,combatLevel,size,proficiencyMultiplier,capitalShipArchetype,name_en
combat,npc_wave_invader_t29,웨이브 적함 T29(반물질+아다만틴함재기),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_laser_arc_012,w_missile_arc_005,,WV-T29,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t30,웨이브 적함 T30(방위빔+전술드론),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_laser_arc_012,w_missile_arc_005,,WV-T30,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_enemy_arcadia_01,아르카디아 침입함 01,,hull_cap_patrol_01,npc_cpt_enemy_arcadia_01,arcadia,314,95,8,4,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-ARCADIA_01,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,8,48,5,3,1.05,neutral,
combat,npc_enemy_arcadia_02,아르카디아 차단함 02,,hull_cap_patrol_01,npc_cpt_enemy_arcadia_02,arcadia,314,95,8,4,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-ARCADIA_02,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,8,48,5,3,1.05,neutral,
combat,npc_enemy_arcadia_03,아르카디아 추격함 03,,hull_cap_patrol_01,npc_cpt_enemy_arcadia_03,arcadia,314,95,8,4,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-ARCADIA_03,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,8,48,5,3,1.05,neutral,
combat,npc_enemy_draco_01,드라코 성운함 01,,hull_cap_patrol_01,npc_cpt_enemy_draco_01,draco_nebula,314,95,8,4,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_arc_004,w_missile_arc_022,w_missile_arc_005,,E-DRACO_01,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,8,48,5,3,1.05,neutral,
combat,npc_enemy_draco_02,드라코 잠행함 02,,hull_cap_patrol_01,npc_cpt_enemy_draco_02,draco_nebula,328,100,9,5,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_arc_010,w_missile_arc_003,w_missile_arc_005,,E-DRACO_02,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,8,56,6,3,1.06,neutral,
combat,npc_enemy_solar_01,솔라 침입함 01,,hull_cap_patrol_01,npc_cpt_enemy_solar_01,solar_port,328,100,9,5,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-SOLAR_01,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,8,56,6,3,1.06,neutral,
combat,npc_enemy_draco_03,드라코 추격함 03,,hull_cap_patrol_01,npc_cpt_enemy_draco_03,draco_nebula,342,105,9,5,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_arc_019,w_missile_arc_006,w_missile_arc_005,,E-DRACO_03,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,8,64,7,3,1.07,neutral,
combat,npc_enemy_minerva_01,미네르바 침입함 01,,hull_cap_patrol_01,npc_cpt_enemy_minerva_01,minerva,342,105,9,5,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-MINERVA_01,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,8,64,7,3,1.07,neutral,
combat,npc_enemy_vega_01,베가 침입함 01,,hull_cap_patrol_01,npc_cpt_enemy_vega_01,vega_outpost,356,110,9,5,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-VEGA_01,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,8,72,8,3,1.08,neutral,
combat,npc_enemy_eden_01,뉴 에덴 순양함 01,,hull_cap_patrol_01,npc_cpt_enemy_eden_01,new_eden,370,115,10,6,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-EDEN_01,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,8,80,9,3,1.09,neutral,
general,npc_blue_fleet_2,블루전함2,,hull_cap_research_01,npc_cpt_vector,draco_nebula,380,260,10,6,2,10,8,0.0189,0.000031,0.0017,0.000048,0.94,160,560,800,2400,480,660,250,1300,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,MK.V|trade:113999,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,95,10,3,1.1,neutral,
combat,npc_enemy_iron_01,아이언 약탈함 01,,hull_cap_patrol_01,npc_cpt_enemy_iron_01,iron_cross,384,120,10,6,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-IRON_01,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,8,88,10,3,1.1,neutral,
combat,npc_enemy_iron_02,아이언 차단함 02,,hull_cap_patrol_01,npc_cpt_enemy_iron_02,iron_cross,384,120,10,6,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-IRON_02,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,8,88,10,3,1.1,neutral,
combat,npc_enemy_iron_03,아이언 사냥함 03,,hull_cap_patrol_01,npc_cpt_enemy_iron_03,iron_cross,384,120,10,6,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-IRON_03,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,8,88,10,3,1.1,neutral,
general,npc_blue_fleet_3,블루전함3,,hull_cap_carrier_light_01,npc_cpt_sela,minerva,420,160,12,5,4,8,2,0.0192,0.000031,0.00174,0.000048,0.96,150,540,760,2200,470,640,200,1300,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,MK.I|trade:113999,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,105,11,3,1.11,neutral,
combat,npc_ai_clan_pvp_flagship,홍월기함1,,hull_cap_raider_01,npc_cpt_ai_clan_pvp_01,nightfall,440,120,11,11,4,8,5,0.0256,0.000042,0.00225,0.000065,1.12,90,360,380,1450,390,560,0,900,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,CL-P|trade:250000,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,110,11,3,1.11,neutral,
combat,npc_red_fleet_3,레드전함3,,hull_cap_raider_01,npc_cpt_raid_scar,minerva,440,120,11,11,4,8,5,0.0256,0.000042,0.00225,0.000065,1.12,90,360,380,1450,390,560,0,900,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,MK.III|trade:113999,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,110,11,3,1.11,neutral,
combat,npc_mock_ai_ship_15,모의전함 15,,hull_cap_research_01,npc_cpt_mock_pvp_15,draco_nebula,452,225,11,6,2,10,7,0.0193,0.000031,0.00174,0.000048,0.97,145,540,760,2250,470,640,180,1250,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,DRC-M15,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,113,11,3,1.11,neutral,
combat,npc_mock_ai_ship_04,모의전함 04,,hull_cap_research_01,npc_cpt_mock_pvp_04,draco_nebula,455,220,11,6,2,10,7,0.0194,0.000032,0.00175,0.000049,0.98,145,540,760,2200,465,635,130,1180,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,DRC-M4,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,114,11,3,1.11,neutral,
combat,npc_mock_ai_ship_11,모의전함 11,,hull_cap_patrol_01,npc_cpt_mock_pvp_11,draco_nebula,458,186,12,6,3,8,3,0.0198,0.000032,0.00178,0.000049,0.98,140,530,720,2200,465,635,150,1200,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,DRC-M11,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,115,11,3,1.11,neutral,
combat,npc_enemy_omega_01,오메가 약탈함 01,,hull_cap_patrol_01,npc_cpt_enemy_omega_01,omega_station,412,130,11,6,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-OMEGA_01,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,8,104,12,3,1.12,neutral,
combat,npc_enemy_omega_02,오메가 차단함 02,,hull_cap_patrol_01,npc_cpt_enemy_omega_02,omega_station,412,130,11,6,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-OMEGA_02,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,8,104,12,3,1.12,neutral,
combat,npc_enemy_omega_03,오메가 사냥함 03,,hull_cap_patrol_01,npc_cpt_enemy_omega_03,omega_station,412,130,11,6,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-OMEGA_03,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,8,104,12,3,1.12,neutral,
combat,npc_enemy_helios_01,헬리오스 강습함 01,,hull_cap_patrol_01,npc_cpt_enemy_helios_01,helios,426,135,11,7,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-HELIOS_01,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,8,112,12,3,1.12,neutral,
combat,npc_enemy_helios_02,헬리오스 코일함 02,,hull_cap_patrol_01,npc_cpt_enemy_helios_02,helios,426,135,11,7,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-HELIOS_02,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,8,112,12,3,1.12,neutral,
combat,npc_enemy_helios_03,헬리오스 추격함 03,,hull_cap_patrol_01,npc_cpt_enemy_helios_03,helios,426,135,11,7,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-HELIOS_03,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,8,112,12,3,1.12,neutral,
general,npc_blue_fleet_1,블루전함1,,hull_cap_patrol_01,npc_cpt_jex,sirius,460,200,15,9,3,10,5,0.0196,0.000032,0.0018,0.00005,0.98,140,520,650,2100,450,620,120,1200,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,MK.IV|trade:1200000,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,115,12,3,1.12,neutral,
combat,npc_vega_blue_10,베가 블루 수호 10,,hull_cap_research_01,npc_cpt_vega_blue_10,vega_outpost,460,225,11,6,2,10,7,0.0194,0.000032,0.00175,0.000049,0.98,145,540,760,2200,465,635,130,1180,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,V-B10|trade:250000,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,105,12,3,1.12,neutral,
combat,npc_mock_ai_ship_10,모의전함 10,,hull_cap_patrol_01,npc_cpt_mock_pvp_10,draco_nebula,462,182,12,7,3,10,4,0.02,0.000032,0.0018,0.00005,0.99,138,515,635,2070,447,617,112,1160,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,DRC-M10,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,116,12,3,1.12,neutral,
combat,npc_mock_ai_ship_16,모의전함 16,,hull_cap_patrol_01,npc_cpt_mock_pvp_16,draco_nebula,466,180,13,7,3,10,4,0.0202,0.000033,0.00182,0.00005,0.99,136,510,630,2050,445,615,110,1150,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,DRC-M16,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,117,12,3,1.12,neutral,
combat,npc_mock_ai_ship_09,모의전함 09,,hull_cap_patrol_01,npc_cpt_mock_pvp_09,draco_nebula,468,176,13,7,3,10,4,0.0202,0.000033,0.00183,0.00005,1,136,510,630,2050,445,615,110,1150,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,DRC-M9,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,117,12,3,1.12,neutral,
combat,npc_mock_ai_ship_19,모의전함 19,,hull_cap_patrol_01,npc_cpt_mock_pvp_19,draco_nebula,469,184,13,7,3,10,4,0.0203,0.000033,0.00183,0.000051,1,132,505,625,2010,442,612,95,1105,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,DRC-M19,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,117,12,3,1.12,neutral,
combat,npc_blue_fleet_4,블루전함4,,hull_cap_patrol_01,npc_cpt_eden_08,vega_outpost,470,180,13,8,3,10,5,0.0204,0.000033,0.00184,0.00005,0.99,130,500,620,2000,440,610,100,1100,w_laser_light_01,w_missile_nova_01,w_missile_arc_005,,MK.III|trade:250000,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,118,12,3,1.12,neutral,
combat,npc_mock_ai_ship_06,모의전함 06,,hull_cap_patrol_01,npc_cpt_mock_pvp_06,draco_nebula,470,175,13,7,3,10,4,0.0201,0.000033,0.00182,0.00005,0.99,140,520,650,2100,450,620,120,1200,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,DRC-M6,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,118,12,3,1.12,neutral,
combat,npc_mock_ai_ship_14,모의전함 14,,hull_cap_patrol_01,npc_cpt_mock_pvp_14,draco_nebula,472,178,13,7,3,10,4,0.0203,0.000033,0.00183,0.00005,1,132,505,610,2000,440,610,90,1100,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,DRC-M14,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,118,12,3,1.12,neutral,
combat,npc_mock_ai_ship_18,모의전함 18,,hull_cap_patrol_01,npc_cpt_mock_pvp_18,draco_nebula,474,182,13,7,3,10,4,0.0204,0.000033,0.00184,0.000051,1,130,500,620,2000,440,610,100,1100,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,DRC-M18,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,119,12,3,1.12,neutral,
combat,npc_mock_ai_ship_07,모의전함 07,,hull_cap_patrol_01,npc_cpt_mock_pvp_07,draco_nebula,475,178,13,8,3,10,4,0.0204,0.000033,0.00184,0.000051,1,134,505,625,2010,442,612,95,1105,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,DRC-M7,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,119,12,3,1.12,neutral,
combat,npc_vega_blue_11,베가 블루 수호 11,,hull_cap_patrol_01,npc_cpt_vega_blue_11,vega_outpost,476,186,13,7,3,10,4,0.0203,0.000033,0.00183,0.00005,1,136,510,630,2050,445,615,110,1150,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,V-B11|trade:250000,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,108,12,3,1.12,neutral,
combat,npc_vega_blue_7,베가 블루 수호 7,,hull_cap_patrol_01,npc_cpt_vega_blue_07,vega_outpost,478,188,13,8,3,10,5,0.0206,0.000033,0.00184,0.000051,1,130,500,620,2000,440,610,100,1100,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,V-B7|trade:250000,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,110,12,3,1.12,neutral,
combat,npc_mock_ai_ship_01,모의전함 01,,hull_cap_patrol_01,npc_cpt_mock_pvp_01,draco_nebula,480,180,12,7,3,10,4,0.0203,0.000033,0.00183,0.000051,1,135,500,620,1980,440,610,80,1080,w_laser_heavy_01,w_missile_guided_triple_01,w_missile_arc_005,,DRC-M1,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,120,12,3,1.12,neutral,
combat,npc_red_fleet_2,레드전함2,,hull_cap_siege_01,npc_cpt_orin,vega_outpost,480,220,16,7,2,12,6,0.0224,0.000036,0.00195,0.000055,1.02,140,520,650,1900,450,620,180,1200,w_laser_heavy_01,w_missile_nova_01,w_missile_arc_005,,MK.II|trade:250000,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,120,12,3,1.12,neutral,
combat,npc_vega_blue_8,베가 블루 수호 8,,hull_cap_patrol_01,npc_cpt_vega_blue_08,vega_outpost,480,190,13,8,3,10,5,0.0205,0.000033,0.00184,0.000051,1,130,500,620,2000,440,610,100,1100,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,V-B8|trade:250000,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,110,12,3,1.12,neutral,
combat,npc_neweden_blue_7,뉴에덴 블루 7,,hull_cap_patrol_01,npc_cpt_neweden_blue_07,new_eden,482,192,13,8,3,10,5,0.0206,0.000033,0.00184,0.000051,1,131,502,622,2010,441,611,102,1110,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,E-B7|trade:250000,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,112,12,3,1.12,neutral,
combat,npc_mock_ai_ship_02,모의전함 02,,hull_cap_patrol_01,npc_cpt_mock_pvp_02,draco_nebula,490,170,13,8,3,10,4,0.0206,0.000033,0.00186,0.000051,1.01,130,490,610,1950,438,608,75,1070,w_laser_light_01,w_missile_nova_01,w_missile_arc_005,,DRC-M2,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,123,12,3,1.12,neutral,
combat,npc_blue_fleet_6,블루전함6,,hull_cap_siege_01,npc_cpt_eden_10,new_eden,495,210,15,7,2,12,6,0.021,0.000034,0.0019,0.000052,1.01,130,520,640,2100,450,620,120,1200,w_laser_heavy_01,w_missile_guided_triple_01,w_missile_arc_005,,MK.V|trade:250375,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,124,12,3,1.12,neutral,
combat,npc_enemy_sirius_01,시리우스 약탈함 01,,hull_cap_patrol_01,npc_cpt_enemy_sirius_01,sirius,440,140,11,7,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-SIRIUS_01,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,10,120,13,3,1.13,neutral,
combat,npc_enemy_sirius_02,시리우스 침투함 02,,hull_cap_patrol_01,npc_cpt_enemy_sirius_02,sirius,440,140,11,7,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-SIRIUS_02,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,10,120,13,3,1.13,neutral,
combat,npc_enemy_sirius_03,시리우스 호위함 03,,hull_cap_patrol_01,npc_cpt_enemy_sirius_03,sirius,440,140,11,7,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-SIRIUS_03,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,10,120,13,3,1.13,neutral,
combat,npc_enemy_titan_01,타이탄 강탈함 01,,hull_cap_patrol_01,npc_cpt_enemy_titan_01,titan_gate,440,140,11,7,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-TITAN_01,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,10,120,13,3,1.13,neutral,
combat,npc_enemy_titan_02,타이탄 추적함 02,,hull_cap_patrol_01,npc_cpt_enemy_titan_02,titan_gate,440,140,11,7,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-TITAN_02,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,10,120,13,3,1.13,neutral,
combat,npc_enemy_titan_03,타이탄 차단함 03,,hull_cap_patrol_01,npc_cpt_enemy_titan_03,titan_gate,440,140,11,7,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_light_01,w_missile_standard_01,w_missile_arc_005,,E-TITAN_03,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,10,10,10,120,13,3,1.13,neutral,
combat,npc_vega_red_10,베가 레드 돌격 10,,hull_cap_raider_01,npc_cpt_vega_red_10,vega_outpost,498,148,12,10,4,8,5,0.0252,0.000041,0.00223,0.000064,1.11,95,360,380,1450,390,560,0,900,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,V-R10|trade:250000,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,120,13,3,1.13,neutral,
combat,npc_mock_ai_ship_08,모의전함 08,,hull_cap_line_01,npc_cpt_mock_pvp_08,draco_nebula,500,188,14,8,3,10,4,0.0211,0.000034,0.00188,0.000052,1.01,128,495,615,1990,438,608,85,1095,w_laser_heavy_01,w_missile_guided_triple_01,w_missile_arc_005,,DRC-M8,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,125,13,3,1.13,neutral,
combat,npc_vega_red_4,베가 레드 돌격 4,,hull_cap_raider_01,npc_cpt_vega_red_04,vega_outpost,500,150,13,9,3,10,5,0.0242,0.000039,0.00215,0.000062,1.08,118,420,440,1600,410,580,0,920,w_laser_heavy_01,w_missile_guided_triple_01,w_missile_arc_005,,V-R4|trade:250000,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,120,13,3,1.13,neutral,
combat,npc_mock_ai_ship_17,모의전함 17,,hull_cap_line_01,npc_cpt_mock_pvp_17,draco_nebula,502,186,14,8,3,10,4,0.021,0.000034,0.00188,0.000052,1.01,128,495,615,1990,438,608,85,1095,w_laser_heavy_01,w_missile_guided_triple_01,w_missile_arc_005,,DRC-M17,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,126,13,3,1.13,neutral,
combat,npc_vega_red_5,베가 레드 돌격 5,,hull_cap_raider_01,npc_cpt_vega_red_05,vega_outpost,505,152,13,9,3,10,5,0.0241,0.000039,0.00214,0.000062,1.08,118,420,440,1600,410,580,0,920,w_laser_heavy_01,w_missile_guided_triple_01,w_missile_arc_005,,V-R5|trade:250000,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,120,13,3,1.13,neutral,
combat,npc_mock_ai_ship_12,모의전함 12,,hull_cap_line_01,npc_cpt_mock_pvp_12,draco_nebula,506,190,14,8,3,10,4,0.0212,0.000034,0.0019,0.000052,1.01,125,490,610,1980,440,610,100,1100,w_laser_heavy_01,w_missile_guided_triple_01,w_missile_arc_005,,DRC-M12,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_002.png,FALSE,14,14,0,127,13,3,1.13,neutral,
