id,displayName,rank,factionId,aiAggression,aiRole,bioShort,operationalState,combatTeam,friendlyFactionIdsPipe,hostileFactionIdsPipe,basePlanetId,activityPlanetIdsPipe,baseSystemId,activitySystemIdsPipe,assignedShipId,initialLevel,initialExp,expCurveBase,expCurveLinear,expCurveQuadratic,aiClanLeader,aiClanName,aiClanZone,arcOrbitPresenceFill,mainStageTalkEnabled,mainStageTalkPriority,mainStageTalkSceneId,mainStageMissionTriggerId,mainStageEventTriggerId,tavernPlanetIdsPipe,orbitCargoFleetLane,portraitImageAssetKey
npc_cpt_enemy_dark_02,실라 녹스,왜곡 차단장,void_walkers,cautious,garrison,공간 왜곡권의 출구를 봉쇄한다.,general,red,void_walkers,federation|independent|scientists,dark_haven,dark_haven,dark_rift,dark_rift,npc_enemy_dark_02,17,0,140,78,27,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_enemy_dark_03,카스 이본,심연 추격자,void_walkers,standard,hunter,리프트 경계에서 표적을 따라붙는다.,general,red,void_walkers,federation|independent|scientists,dark_haven,dark_haven,dark_rift,dark_rift,npc_enemy_dark_03,17,0,140,78,27,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_enemy_blood_01,하르 브루트,혈전 지휘관,trade_coalition,berserk,fleet_leader,블러드 필드의 잔혹한 전투 선단장.,general,red,trade_coalition,federation|border_watch|independent,blood_station,blood_station,blood_field,blood_field,npc_enemy_blood_01,18,0,145,82,29,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_enemy_blood_02,레다 카인,전리품 감독관,trade_coalition,aggressive,patrol,전투 잔해의 소유권을 무력으로 주장한다.,general,red,trade_coalition,federation|border_watch|independent,blood_station,blood_station,blood_field,blood_field,npc_enemy_blood_02,18,0,145,82,29,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_enemy_blood_03,바스 론,혈장 요격장,trade_coalition,standard,hunter,블러드 필드 스테이션 접근 함선을 요격한다.,general,red,trade_coalition,federation|border_watch|independent,blood_station,blood_station,blood_field,blood_field,npc_enemy_blood_03,18,0,145,82,29,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_enemy_shadow_01,녹스 베일,암시장 함대장,black_market,aggressive,fleet_leader,섀도우 넥서스 마켓의 비공식 무장권력을 이끈다.,general,red,black_market,federation|independent|border_watch,shadow_market,shadow_market,shadow_nexus,shadow_nexus,npc_enemy_shadow_01,16,0,135,74,25,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_enemy_shadow_02,메이즈 클라인,그림자 차단장,black_market,cautious,hunter,암시장 거래선을 숨겨주고 외부인을 제거한다.,general,red,black_market,federation|independent|border_watch,shadow_market,shadow_market,shadow_nexus,shadow_nexus,npc_enemy_shadow_02,16,0,135,74,25,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_enemy_shadow_03,제드 라운,은폐 요격장,black_market,standard,patrol,섀도우 넥서스의 은폐 감시망을 운용한다.,general,red,black_market,federation|independent|border_watch,shadow_market,shadow_market,shadow_nexus,shadow_nexus,npc_enemy_shadow_03,16,0,135,74,25,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_enemy_abyss_01,칼 오르딘,어비스 문지기,unknown,berserk,fleet_leader,어비스 관문 앞에서 통과자를 선별한다.,general,red,unknown,federation|independent|border_watch,abyss_gate,abyss_gate,abyss,abyss,npc_enemy_abyss_01,20,0,155,90,32,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_enemy_abyss_02,엘라 보이드,심연 항법장,unknown,aggressive,hunter,심연 항로의 미세한 점프 흔적을 추적한다.,general,red,unknown,federation|independent|border_watch,abyss_gate,abyss_gate,abyss,abyss,npc_enemy_abyss_02,20,0,155,90,32,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_enemy_abyss_03,노르 카단,관문 차단장,unknown,cautious,garrison,어비스 게이트 접근권을 무력으로 차단한다.,general,red,unknown,federation|independent|border_watch,abyss_gate,abyss_gate,abyss,abyss,npc_enemy_abyss_03,20,0,155,90,32,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_enemy_nightfall_01,벨가 룬,나이트폴 군주,dark_lords,berserk,fleet_leader,나이트폴 시타델의 야간 함대를 지휘한다.,general,red,dark_lords,federation|independent|border_watch,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_enemy_nightfall_01,19,0,150,86,30,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_enemy_nightfall_02,세른 다크,흑야 강습장,dark_lords,aggressive,hunter,영원한 밤을 엄폐로 삼아 돌입한다.,general,red,dark_lords,federation|independent|border_watch,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_enemy_nightfall_02,19,0,150,86,30,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_enemy_nightfall_03,이라 문,성채 포위장,dark_lords,standard,garrison,나이트폴 성채 방어선을 포위선으로 바꿨다.,general,red,dark_lords,federation|independent|border_watch,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_enemy_nightfall_03,19,0,150,86,30,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_enemy_core_01,아우렐 코어,코어 수문장,ancients,berserk,fleet_leader,아크파이어 코어 접근권을 봉쇄하는 고대 함장.,general,red,ancients,federation|independent|border_watch,core_prime,core_prime,arcfire_core,arcfire_core,npc_enemy_core_01,30,0,190,120,45,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_enemy_core_02,세라프 제로,고대 감시자,ancients,aggressive,garrison,코어 에너지 반응을 감시하는 적대 함장.,general,red,ancients,federation|independent|border_watch,core_prime,core_prime,arcfire_core,arcfire_core,npc_enemy_core_02,30,0,190,120,45,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_enemy_core_03,오닉스 프라임,코어 요격장,ancients,standard,hunter,코어 경계선을 넘는 함선을 즉시 요격한다.,general,red,ancients,federation|independent|border_watch,core_prime,core_prime,arcfire_core,arcfire_core,npc_enemy_core_03,30,0,190,120,45,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_enemy_eternity_01,크로노스 베일,영원대장,ancients,berserk,fleet_leader,이터니티 왕좌 외곽의 시간 봉쇄 함대장.,general,red,ancients,federation|independent|border_watch,eternal_throne,eternal_throne,eternity,eternity,npc_enemy_eternity_01,35,0,210,140,55,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_enemy_eternity_02,아델 노바,정지궤도 감시자,ancients,aggressive,garrison,멈춘 시간의 궤도에서 침입자를 기다린다.,general,red,ancients,federation|independent|border_watch,eternal_throne,eternal_throne,eternity,eternity,npc_enemy_eternity_02,35,0,210,140,55,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_enemy_eternity_03,레온 엔드,왕좌 요격장,ancients,standard,hunter,이터니티 스론으로 향하는 최종 접근로를 맡았다.,general,red,ancients,federation|independent|border_watch,eternal_throne,eternal_throne,eternity,eternity,npc_enemy_eternity_03,35,0,210,140,55,FALSE,,,FALSE,FALSE,5,,,,,,
Player_pilot,플레이어 함선,파일럿,independent,cautious,patrol,심리스 전투 벤치마크 기함(궤도 체류 제외).,general,blue,independent,pirates|trade_coalition,eden_city,eden_city,new_eden,new_eden,Player_npc_red_fleet_1,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_draco_obs_01,세레나 드릴,성운관측장,scientists,cautious,patrol,드라코 성운 헤이븐 연구 궤도의 성운 스펙트럼을 순찰한다.,general,blue,scientists|miners_guild,pirates|void_walkers,draco_haven,draco_haven,draco_nebula,draco_nebula,npc_draco_patrol_01,1,0,80,35,12,FALSE,,,FALSE,TRUE,5,npc_dialog_draco_obs_01,,,,,
npc_cpt_draco_escort_01,델 라인,연방호위대장,federation_military,standard,escort,베가 전초에서 파견된 드라코 연구소 호위 편대.,general,blue,federation|federation_military,pirates|void_walkers,draco_haven,draco_haven,draco_nebula,draco_nebula,npc_draco_escort_01,2,0,85,38,12,FALSE,,,FALSE,TRUE,5,npc_dialog_draco_escort_01,,,,,
npc_cpt_mock_pvp_01,목업 파일럿 01,중위,mock_pvp,standard,patrol,나이트폴 PVP 테스트 상주 유닛(궤도 체류 제외).,general,blue,mock_pvp,mock_pvp,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_mock_ai_ship_01,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_mock_pvp_02,목업 파일럿 02,중위,mock_pvp,standard,patrol,나이트폴 PVP 테스트 난입 유닛(궤도 체류 제외).,general,blue,mock_pvp,mock_pvp,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_mock_ai_ship_02,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_mock_pvp_03,목업 파일럿 03,중위,mock_pvp,standard,patrol,나이트폴 PVP 테스트 난입 유닛(궤도 체류 제외).,general,blue,mock_pvp,mock_pvp,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_mock_ai_ship_03,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_mock_pvp_04,목업 파일럿 04,중위,mock_pvp,standard,patrol,나이트폴 PVP 테스트 난입 유닛(궤도 체류 제외).,general,blue,mock_pvp,mock_pvp,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_mock_ai_ship_04,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_mock_pvp_05,목업 파일럿 05,중위,mock_pvp,aggressive,hunter,나이트폴 PVP 테스트 난입 유닛(궤도 체류 제외).,general,blue,mock_pvp,mock_pvp,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_mock_ai_ship_05,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_mock_pvp_06,목업 파일럿 06,중위,mock_pvp,cautious,patrol,나이트폴 PVP 테스트 난입 유닛(궤도 체류 제외).,general,blue,mock_pvp,mock_pvp,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_mock_ai_ship_06,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_mock_pvp_07,목업 파일럿 07,중위,mock_pvp,standard,patrol,나이트폴 PVP 테스트 난입 유닛(궤도 체류 제외).,general,blue,mock_pvp,mock_pvp,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_mock_ai_ship_07,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_mock_pvp_08,목업 파일럿 08,중위,mock_pvp,standard,patrol,나이트폴 PVP 테스트 난입 유닛(궤도 체류 제외).,general,blue,mock_pvp,mock_pvp,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_mock_ai_ship_08,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_mock_pvp_09,목업 파일럿 09,중위,mock_pvp,aggressive,hunter,나이트폴 PVP 테스트 난입 유닛(궤도 체류 제외).,general,blue,mock_pvp,mock_pvp,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_mock_ai_ship_09,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_mock_pvp_10,목업 파일럿 10,중위,mock_pvp,cautious,patrol,나이트폴 PVP 테스트 난입 유닛(궤도 체류 제외).,general,blue,mock_pvp,mock_pvp,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_mock_ai_ship_10,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_mock_pvp_11,목업 파일럿 11,중위,mock_pvp,standard,patrol,나이트폴 PVP 테스트 난입 유닛(궤도 체류 제외).,general,blue,mock_pvp,mock_pvp,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_mock_ai_ship_11,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_mock_pvp_12,목업 파일럿 12,중위,mock_pvp,standard,patrol,나이트폴 PVP 테스트 난입 유닛(궤도 체류 제외).,general,blue,mock_pvp,mock_pvp,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_mock_ai_ship_12,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_mock_pvp_13,목업 파일럿 13,중위,mock_pvp,aggressive,hunter,나이트폴 PVP 테스트 난입 유닛(궤도 체류 제외).,general,blue,mock_pvp,mock_pvp,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_mock_ai_ship_13,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_mock_pvp_14,목업 파일럿 14,중위,mock_pvp,cautious,patrol,나이트폴 PVP 테스트 난입 유닛(궤도 체류 제외).,general,blue,mock_pvp,mock_pvp,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_mock_ai_ship_14,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_mock_pvp_15,목업 파일럿 15,중위,mock_pvp,standard,patrol,나이트폴 PVP 테스트 난입 유닛(궤도 체류 제외).,general,blue,mock_pvp,mock_pvp,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_mock_ai_ship_15,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_mock_pvp_16,목업 파일럿 16,중위,mock_pvp,standard,patrol,나이트폴 PVP 테스트 난입 유닛(궤도 체류 제외).,general,blue,mock_pvp,mock_pvp,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_mock_ai_ship_16,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_mock_pvp_17,목업 파일럿 17,중위,mock_pvp,aggressive,hunter,나이트폴 PVP 테스트 난입 유닛(궤도 체류 제외).,general,blue,mock_pvp,mock_pvp,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_mock_ai_ship_17,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_mock_pvp_18,목업 파일럿 18,중위,mock_pvp,cautious,patrol,나이트폴 PVP 테스트 난입 유닛(궤도 체류 제외).,general,blue,mock_pvp,mock_pvp,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_mock_ai_ship_18,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_mock_pvp_19,목업 파일럿 19,중위,mock_pvp,standard,patrol,나이트폴 PVP 테스트 난입 유닛(궤도 체류 제외).,general,blue,mock_pvp,mock_pvp,nightfall_citadel,nightfall_citadel,nightfall,nightfall,npc_mock_ai_ship_19,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_tavern_ret_01,한로 크레인,퇴역제독,independent,passive,merchant_guard,아르카디아·솔라 권역 선술집을 관리하는 퇴역 함장.,general,none,independent|federation,pirates|trade_coalition,arcadia_prime,arcadia_prime|solar_station,arcadia,arcadia|solar_port,,1,0,80,35,12,FALSE,,,FALSE,TRUE,5,npc_dialog_tavern_ret_01,,,arcadia_prime|solar_station,,
npc_cpt_tavern_ret_02,미아 벨로,퇴역사령,independent,passive,merchant_guard,미네르바·에덴 항로 소식판 운영 책임자.,general,none,independent|miners_guild,pirates|trade_coalition,minerva_deep,minerva_deep|eden_city,minerva,minerva|new_eden,,1,0,80,35,12,FALSE,,,FALSE,TRUE,5,npc_dialog_tavern_ret_02,,,minerva_deep|eden_city,,assets/images/npc/mia_bello_char002.png
npc_cpt_tavern_ret_03,타드 레인,퇴역대장,independent,passive,merchant_guard,드라코·오메가권 여객 선술집을 순회 관리한다.,general,none,independent|scientists,pirates|trade_coalition,draco_haven,draco_haven|omega_hub,draco_nebula,draco_nebula|omega_station,,1,0,80,35,12,FALSE,,,FALSE,TRUE,5,npc_dialog_tavern_ret_03,,,draco_haven|omega_hub,,
npc_cpt_tavern_ret_04,세라 미온,퇴역함대장,independent,passive,merchant_guard,전선 인접 선술집의 중립 규약을 유지한다.,general,none,independent|border_watch,pirates|trade_coalition,sirius_border,sirius_border|iron_remnant,omega_station,sirius|iron_cross,,1,0,80,35,12,FALSE,,,FALSE,TRUE,5,npc_dialog_tavern_ret_04,,,sirius_border|iron_remnant|vega_base,,
npc_cpt_gov_minerva,니카 스톤,광산총감독,miners_guild,standard,garrison,미네르바 광산 전역·호송선단·국가 파견 방위를 총괄한다.,general,blue,federation|miners_guild,pirates|trade_coalition,minerva_deep,minerva_deep,minerva,minerva,npc_gov_minerva_flagship,7,0,95,42,14,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_minerva,,,,,
npc_cpt_gov_iron,오렌 피스,잔해수호사령,federation,cautious,garrison,아이언 크로스 잔해권 국가 거점·민간 호송 통제를 맡는다.,general,blue,federation|federation_military,pirates|scavengers,iron_remnant,iron_remnant,iron_cross,iron_cross,npc_gov_iron_flagship,15,0,130,70,24,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_iron,,,,,
npc_cpt_gov_helios,솔라 핀,태양권 관리인,energy_corp,passive,garrison,헬리오스 태양권 에너지 시설·중립 행정을 국가 위탁으로 운영한다.,general,blue,energy_corp|federation,pirates|independent,helios_core,helios_core,helios,helios,npc_gov_helios_flagship,31,0,155,90,32,FALSE,,,FALSE,TRUE,3,npc_dialog_gov_helios,,,,,
npc_cpt_gov_genesis,아르카노 원,기원 수문장,creators,aggressive,garrison,제네시스 오리진 최종 구역·우주 기원 수호. 침입자에게 교전을 선언한다.,general,red,creators|ancients,federation|independent|border_watch,genesis_origin,genesis_origin,genesis,genesis,npc_gov_genesis_flagship,60,0,210,140,55,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_genesis,,,,,
npc_cpt_operator_stella,스텔라 아리스,안내오퍼레이터,federation,passive,garrison,신규 파일럿 가이드 전용 운영자. 행성 착륙 안내를 담당.,general,none,federation|independent,pirates|trade_coalition,arcadia_prime,arcadia_prime,arcadia,arcadia,,1,0,80,35,12,FALSE,,,FALSE,TRUE,1,npc_dialog_operator_stella,,,,,assets/images/npc/stella_aris_char001.png
npc_cpt_ai_robot_default,AI 로봇 함장(디폴트),자동운용,neutral_ai,passive,garrison,함장 미배정 전함의 비상 디폴트 식별자.,general,none,,,,,,,,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,,
npc_cpt_faction_w_01,아덴 라일,선장,federation,passive,merchant_guard,연방 항로 체인 수송선 — 테이블 등록 전용.,general,none,federation,pirates,arcadia_prime,,,,npc_faction_cargo_ship_w_01,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_W,
npc_cpt_faction_w_02,브리엔 솔,선장,federation,cautious,merchant_guard,연방 항로 체인 수송선 — 테이블 등록 전용.,general,none,federation,pirates,arcadia_prime,,,,npc_faction_cargo_ship_w_02,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_W,
npc_cpt_faction_w_03,카엘 문,선장,federation,passive,merchant_guard,연방 항로 체인 수송선 — 테이블 등록 전용.,general,none,federation,pirates,arcadia_prime,,,,npc_faction_cargo_ship_w_03,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_W,
npc_cpt_faction_w_04,다린 포스,선장,federation,cautious,merchant_guard,연방 항로 체인 수송선 — 테이블 등록 전용.,general,none,federation,pirates,arcadia_prime,,,,npc_faction_cargo_ship_w_04,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_W,
npc_cpt_faction_w_05,에라 신,선장,federation,passive,merchant_guard,연방 항로 체인 수송선 — 테이블 등록 전용.,general,none,federation,pirates,arcadia_prime,,,,npc_faction_cargo_ship_w_05,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_W,
npc_cpt_faction_w_06,피온 테크,선장,federation,cautious,merchant_guard,연방 항로 체인 수송선 — 테이블 등록 전용.,general,none,federation,pirates,arcadia_prime,,,,npc_faction_cargo_ship_w_06,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_W,
npc_cpt_faction_w_07,가렌 힐,선장,federation,passive,merchant_guard,연방 항로 체인 수송선 — 테이블 등록 전용.,general,none,federation,pirates,arcadia_prime,,,,npc_faction_cargo_ship_w_07,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_W,
npc_cpt_faction_w_08,헬라 윈,선장,federation,cautious,merchant_guard,연방 항로 체인 수송선 — 테이블 등록 전용.,general,none,federation,pirates,arcadia_prime,,,,npc_faction_cargo_ship_w_08,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_W,
npc_cpt_faction_w_09,이온 세트,선장,federation,passive,merchant_guard,연방 항로 체인 수송선 — 테이블 등록 전용.,general,none,federation,pirates,arcadia_prime,,,,npc_faction_cargo_ship_w_09,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_W,
npc_cpt_faction_w_10,준 마르,선장,federation,cautious,merchant_guard,연방 항로 체인 수송선 — 테이블 등록 전용.,general,none,federation,pirates,arcadia_prime,,,,npc_faction_cargo_ship_w_10,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_W,
npc_cpt_faction_w_11,키라 론,선장,federation,passive,merchant_guard,연방 항로 체인 수송선 — 테이블 등록 전용.,general,none,federation,pirates,arcadia_prime,,,,npc_faction_cargo_ship_w_11,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_W,
npc_cpt_faction_w_12,레나 보스,선장,federation,cautious,merchant_guard,연방 항로 체인 수송선 — 테이블 등록 전용.,general,none,federation,pirates,arcadia_prime,,,,npc_faction_cargo_ship_w_12,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_W,
npc_cpt_faction_s_01,마커스 솔,선장,miners_guild,passive,merchant_guard,산업 항로 체인 수송선 — 테이블 등록 전용.,general,none,miners_guild,pirates,iron_remnant,,,,npc_faction_cargo_ship_s_01,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_S,
npc_cpt_faction_s_02,니나 드록,선장,miners_guild,cautious,merchant_guard,산업 항로 체인 수송선 — 테이블 등록 전용.,general,none,miners_guild,pirates,iron_remnant,,,,npc_faction_cargo_ship_s_02,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_S,
npc_cpt_faction_s_03,오스카 핀,선장,miners_guild,passive,merchant_guard,산업 항로 체인 수송선 — 테이블 등록 전용.,general,none,miners_guild,pirates,iron_remnant,,,,npc_faction_cargo_ship_s_03,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_S,
npc_cpt_faction_s_04,페트라 울,선장,miners_guild,cautious,merchant_guard,산업 항로 체인 수송선 — 테이블 등록 전용.,general,none,miners_guild,pirates,iron_remnant,,,,npc_faction_cargo_ship_s_04,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_S,
npc_cpt_faction_s_05,퀸 로즈,선장,miners_guild,passive,merchant_guard,산업 항로 체인 수송선 — 테이블 등록 전용.,general,none,miners_guild,pirates,iron_remnant,,,,npc_faction_cargo_ship_s_05,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_S,
npc_cpt_faction_s_06,라스 베인,선장,miners_guild,cautious,merchant_guard,산업 항로 체인 수송선 — 테이블 등록 전용.,general,none,miners_guild,pirates,iron_remnant,,,,npc_faction_cargo_ship_s_06,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_S,
npc_cpt_faction_s_07,실바 모트,선장,miners_guild,passive,merchant_guard,산업 항로 체인 수송선 — 테이블 등록 전용.,general,none,miners_guild,pirates,iron_remnant,,,,npc_faction_cargo_ship_s_07,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_S,
npc_cpt_faction_s_08,타루 엑스,선장,miners_guild,cautious,merchant_guard,산업 항로 체인 수송선 — 테이블 등록 전용.,general,none,miners_guild,pirates,iron_remnant,,,,npc_faction_cargo_ship_s_08,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_S,
npc_cpt_faction_s_09,우르 페인,선장,miners_guild,passive,merchant_guard,산업 항로 체인 수송선 — 테이블 등록 전용.,general,none,miners_guild,pirates,iron_remnant,,,,npc_faction_cargo_ship_s_09,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_S,
npc_cpt_faction_s_10,베라 솔,선장,miners_guild,cautious,merchant_guard,산업 항로 체인 수송선 — 테이블 등록 전용.,general,none,miners_guild,pirates,iron_remnant,,,,npc_faction_cargo_ship_s_10,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_S,
npc_cpt_faction_s_11,윌 크랙,선장,miners_guild,passive,merchant_guard,산업 항로 체인 수송선 — 테이블 등록 전용.,general,none,miners_guild,pirates,iron_remnant,,,,npc_faction_cargo_ship_s_11,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_S,
npc_cpt_faction_s_12,제나 아크,선장,miners_guild,cautious,merchant_guard,산업 항로 체인 수송선 — 테이블 등록 전용.,general,none,miners_guild,pirates,iron_remnant,,,,npc_faction_cargo_ship_s_12,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_S,
npc_cpt_faction_e_01,알마 리스,선장,scientists,passive,merchant_guard,자유 항로 체인 수송선 — 테이블 등록 전용.,general,none,scientists,pirates,eden_city,,,,npc_faction_cargo_ship_e_01,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_E,
npc_cpt_faction_e_02,벤 조,선장,scientists,cautious,merchant_guard,자유 항로 체인 수송선 — 테이블 등록 전용.,general,none,scientists,pirates,eden_city,,,,npc_faction_cargo_ship_e_02,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_E,
npc_cpt_faction_e_03,코라 민,선장,scientists,passive,merchant_guard,자유 항로 체인 수송선 — 테이블 등록 전용.,general,none,scientists,pirates,eden_city,,,,npc_faction_cargo_ship_e_03,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_E,
npc_cpt_faction_e_04,데일 힐,선장,scientists,cautious,merchant_guard,자유 항로 체인 수송선 — 테이블 등록 전용.,general,none,scientists,pirates,eden_city,,,,npc_faction_cargo_ship_e_04,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_E,
npc_cpt_faction_e_05,엘라 손,선장,scientists,passive,merchant_guard,자유 항로 체인 수송선 — 테이블 등록 전용.,general,none,scientists,pirates,eden_city,,,,npc_faction_cargo_ship_e_05,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_E,
npc_cpt_faction_e_06,프랭크 노,선장,scientists,cautious,merchant_guard,자유 항로 체인 수송선 — 테이블 등록 전용.,general,none,scientists,pirates,eden_city,,,,npc_faction_cargo_ship_e_06,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_E,
npc_cpt_faction_e_07,그레이스 터,선장,scientists,passive,merchant_guard,자유 항로 체인 수송선 — 테이블 등록 전용.,general,none,scientists,pirates,eden_city,,,,npc_faction_cargo_ship_e_07,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_E,
npc_cpt_faction_e_08,헨리 웰,선장,scientists,cautious,merchant_guard,자유 항로 체인 수송선 — 테이블 등록 전용.,general,none,scientists,pirates,eden_city,,,,npc_faction_cargo_ship_e_08,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_E,
npc_cpt_faction_e_09,아이리스 팬,선장,scientists,passive,merchant_guard,자유 항로 체인 수송선 — 테이블 등록 전용.,general,none,scientists,pirates,eden_city,,,,npc_faction_cargo_ship_e_09,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_E,
npc_cpt_faction_e_10,잭 오,선장,scientists,cautious,merchant_guard,자유 항로 체인 수송선 — 테이블 등록 전용.,general,none,scientists,pirates,eden_city,,,,npc_faction_cargo_ship_e_10,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_E,
