questId,chapterId,questIndex,bindMissionId,contentStatus,questKind,isChapterCloser,titlePlaceholderKo,titlePlaceholderEn,notes
story_c07_q25,ms_ch_07,25,,skeleton,spine,0,[골격] 챕터7-25,[Skeleton] C7-Q25,
story_c07_q26,ms_ch_07,26,,skeleton,spine,0,[골격] 챕터7-26,[Skeleton] C7-Q26,
story_c07_q27,ms_ch_07,27,,skeleton,spine,0,[골격] 챕터7-27,[Skeleton] C7-Q27,
story_c07_q28,ms_ch_07,28,,skeleton,spine,0,[골격] 챕터7-28,[Skeleton] C7-Q28,
story_c07_q29,ms_ch_07,29,,skeleton,spine,0,[골격] 챕터7-29,[Skeleton] C7-Q29,
story_c07_q30,ms_ch_07,30,,skeleton,spine,1,[골격] 챕터7-30,[Skeleton] C7-Q30,챕터 엔딩 시네마틱 훅(endStoryReady=0이면 재생 없음)
story_c07_b01,ms_ch_07,101,,skeleton,branch,0,[분기 골격] 챕터7-B01,[Branch] C7-B01,본선 30과 별도. 분기 CSV enabled=1일 때만 진입
story_c07_b02,ms_ch_07,102,,skeleton,branch,0,[분기 골격] 챕터7-B02,[Branch] C7-B02,본선 30과 별도. 분기 CSV enabled=1일 때만 진입
story_c07_b03,ms_ch_07,103,,skeleton,branch,0,[분기 골격] 챕터7-B03,[Branch] C7-B03,본선 30과 별도. 분기 CSV enabled=1일 때만 진입
story_c07_b04,ms_ch_07,104,,skeleton,branch,0,[분기 골격] 챕터7-B04,[Branch] C7-B04,본선 30과 별도. 분기 CSV enabled=1일 때만 진입
story_c08_q01,ms_ch_08,1,,skeleton,spine,0,[골격] 챕터8-01,[Skeleton] C8-Q01,
story_c08_q02,ms_ch_08,2,,skeleton,spine,0,[골격] 챕터8-02,[Skeleton] C8-Q02,
story_c08_q03,ms_ch_08,3,,skeleton,spine,0,[골격] 챕터8-03,[Skeleton] C8-Q03,
story_c08_q04,ms_ch_08,4,,skeleton,spine,0,[골격] 챕터8-04,[Skeleton] C8-Q04,
story_c08_q05,ms_ch_08,5,,skeleton,spine,0,[골격] 챕터8-05,[Skeleton] C8-Q05,
story_c08_q06,ms_ch_08,6,,skeleton,spine,0,[골격] 챕터8-06,[Skeleton] C8-Q06,
story_c08_q07,ms_ch_08,7,,skeleton,spine,0,[골격] 챕터8-07,[Skeleton] C8-Q07,
story_c08_q08,ms_ch_08,8,,skeleton,spine,0,[골격] 챕터8-08,[Skeleton] C8-Q08,
story_c08_q09,ms_ch_08,9,,skeleton,spine,0,[골격] 챕터8-09,[Skeleton] C8-Q09,
story_c08_q10,ms_ch_08,10,,skeleton,spine,0,[골격] 챕터8-10,[Skeleton] C8-Q10,
story_c08_q11,ms_ch_08,11,,skeleton,spine,0,[골격] 챕터8-11,[Skeleton] C8-Q11,
story_c08_q12,ms_ch_08,12,,skeleton,spine,0,[골격] 챕터8-12,[Skeleton] C8-Q12,
story_c08_q13,ms_ch_08,13,,skeleton,spine,0,[골격] 챕터8-13,[Skeleton] C8-Q13,
story_c08_q14,ms_ch_08,14,,skeleton,spine,0,[골격] 챕터8-14,[Skeleton] C8-Q14,
story_c08_q15,ms_ch_08,15,,skeleton,spine,0,[골격] 챕터8-15,[Skeleton] C8-Q15,
story_c08_q16,ms_ch_08,16,,skeleton,spine,0,[골격] 챕터8-16,[Skeleton] C8-Q16,
story_c08_q17,ms_ch_08,17,,skeleton,spine,0,[골격] 챕터8-17,[Skeleton] C8-Q17,
story_c08_q18,ms_ch_08,18,,skeleton,spine,0,[골격] 챕터8-18,[Skeleton] C8-Q18,
story_c08_q19,ms_ch_08,19,,skeleton,spine,0,[골격] 챕터8-19,[Skeleton] C8-Q19,
story_c08_q20,ms_ch_08,20,,skeleton,spine,0,[골격] 챕터8-20,[Skeleton] C8-Q20,
story_c08_q21,ms_ch_08,21,,skeleton,spine,0,[골격] 챕터8-21,[Skeleton] C8-Q21,
story_c08_q22,ms_ch_08,22,,skeleton,spine,0,[골격] 챕터8-22,[Skeleton] C8-Q22,
story_c08_q23,ms_ch_08,23,,skeleton,spine,0,[골격] 챕터8-23,[Skeleton] C8-Q23,
story_c08_q24,ms_ch_08,24,,skeleton,spine,0,[골격] 챕터8-24,[Skeleton] C8-Q24,
story_c08_q25,ms_ch_08,25,,skeleton,spine,0,[골격] 챕터8-25,[Skeleton] C8-Q25,
story_c08_q26,ms_ch_08,26,,skeleton,spine,0,[골격] 챕터8-26,[Skeleton] C8-Q26,
story_c08_q27,ms_ch_08,27,,skeleton,spine,0,[골격] 챕터8-27,[Skeleton] C8-Q27,
story_c08_q28,ms_ch_08,28,,skeleton,spine,0,[골격] 챕터8-28,[Skeleton] C8-Q28,
story_c08_q29,ms_ch_08,29,,skeleton,spine,0,[골격] 챕터8-29,[Skeleton] C8-Q29,
story_c08_q30,ms_ch_08,30,,skeleton,spine,1,[골격] 챕터8-30,[Skeleton] C8-Q30,챕터 엔딩 시네마틱 훅(endStoryReady=0이면 재생 없음)
story_c08_b01,ms_ch_08,101,,skeleton,branch,0,[분기 골격] 챕터8-B01,[Branch] C8-B01,본선 30과 별도. 분기 CSV enabled=1일 때만 진입
story_c08_b02,ms_ch_08,102,,skeleton,branch,0,[분기 골격] 챕터8-B02,[Branch] C8-B02,본선 30과 별도. 분기 CSV enabled=1일 때만 진입
story_c08_b03,ms_ch_08,103,,skeleton,branch,0,[분기 골격] 챕터8-B03,[Branch] C8-B03,본선 30과 별도. 분기 CSV enabled=1일 때만 진입
story_c08_b04,ms_ch_08,104,,skeleton,branch,0,[분기 골격] 챕터8-B04,[Branch] C8-B04,본선 30과 별도. 분기 CSV enabled=1일 때만 진입
story_c09_q01,ms_ch_09,1,,skeleton,spine,0,[골격] 챕터9-01,[Skeleton] C9-Q01,
story_c09_q02,ms_ch_09,2,,skeleton,spine,0,[골격] 챕터9-02,[Skeleton] C9-Q02,
story_c09_q03,ms_ch_09,3,,skeleton,spine,0,[골격] 챕터9-03,[Skeleton] C9-Q03,
story_c09_q04,ms_ch_09,4,,skeleton,spine,0,[골격] 챕터9-04,[Skeleton] C9-Q04,
story_c09_q05,ms_ch_09,5,,skeleton,spine,0,[골격] 챕터9-05,[Skeleton] C9-Q05,
story_c09_q06,ms_ch_09,6,,skeleton,spine,0,[골격] 챕터9-06,[Skeleton] C9-Q06,
story_c09_q07,ms_ch_09,7,,skeleton,spine,0,[골격] 챕터9-07,[Skeleton] C9-Q07,
story_c09_q08,ms_ch_09,8,,skeleton,spine,0,[골격] 챕터9-08,[Skeleton] C9-Q08,
story_c09_q09,ms_ch_09,9,,skeleton,spine,0,[골격] 챕터9-09,[Skeleton] C9-Q09,
story_c09_q10,ms_ch_09,10,,skeleton,spine,0,[골격] 챕터9-10,[Skeleton] C9-Q10,
story_c09_q11,ms_ch_09,11,,skeleton,spine,0,[골격] 챕터9-11,[Skeleton] C9-Q11,
story_c09_q12,ms_ch_09,12,,skeleton,spine,0,[골격] 챕터9-12,[Skeleton] C9-Q12,
story_c09_q13,ms_ch_09,13,,skeleton,spine,0,[골격] 챕터9-13,[Skeleton] C9-Q13,
story_c09_q14,ms_ch_09,14,,skeleton,spine,0,[골격] 챕터9-14,[Skeleton] C9-Q14,
story_c09_q15,ms_ch_09,15,,skeleton,spine,0,[골격] 챕터9-15,[Skeleton] C9-Q15,
story_c09_q16,ms_ch_09,16,,skeleton,spine,0,[골격] 챕터9-16,[Skeleton] C9-Q16,
story_c09_q17,ms_ch_09,17,,skeleton,spine,0,[골격] 챕터9-17,[Skeleton] C9-Q17,
story_c09_q18,ms_ch_09,18,,skeleton,spine,0,[골격] 챕터9-18,[Skeleton] C9-Q18,
story_c09_q19,ms_ch_09,19,,skeleton,spine,0,[골격] 챕터9-19,[Skeleton] C9-Q19,
story_c09_q20,ms_ch_09,20,,skeleton,spine,0,[골격] 챕터9-20,[Skeleton] C9-Q20,
story_c09_q21,ms_ch_09,21,,skeleton,spine,0,[골격] 챕터9-21,[Skeleton] C9-Q21,
story_c09_q22,ms_ch_09,22,,skeleton,spine,0,[골격] 챕터9-22,[Skeleton] C9-Q22,
story_c09_q23,ms_ch_09,23,,skeleton,spine,0,[골격] 챕터9-23,[Skeleton] C9-Q23,
story_c09_q24,ms_ch_09,24,,skeleton,spine,0,[골격] 챕터9-24,[Skeleton] C9-Q24,
story_c09_q25,ms_ch_09,25,,skeleton,spine,0,[골격] 챕터9-25,[Skeleton] C9-Q25,
story_c09_q26,ms_ch_09,26,,skeleton,spine,0,[골격] 챕터9-26,[Skeleton] C9-Q26,
story_c09_q27,ms_ch_09,27,,skeleton,spine,0,[골격] 챕터9-27,[Skeleton] C9-Q27,
story_c09_q28,ms_ch_09,28,,skeleton,spine,0,[골격] 챕터9-28,[Skeleton] C9-Q28,
story_c09_q29,ms_ch_09,29,,skeleton,spine,0,[골격] 챕터9-29,[Skeleton] C9-Q29,
story_c09_q30,ms_ch_09,30,,skeleton,spine,1,[골격] 챕터9-30,[Skeleton] C9-Q30,챕터 엔딩 시네마틱 훅(endStoryReady=0이면 재생 없음)
story_c09_b01,ms_ch_09,101,,skeleton,branch,0,[분기 골격] 챕터9-B01,[Branch] C9-B01,본선 30과 별도. 분기 CSV enabled=1일 때만 진입
story_c09_b02,ms_ch_09,102,,skeleton,branch,0,[분기 골격] 챕터9-B02,[Branch] C9-B02,본선 30과 별도. 분기 CSV enabled=1일 때만 진입
story_c09_b03,ms_ch_09,103,,skeleton,branch,0,[분기 골격] 챕터9-B03,[Branch] C9-B03,본선 30과 별도. 분기 CSV enabled=1일 때만 진입
story_c09_b04,ms_ch_09,104,,skeleton,branch,0,[분기 골격] 챕터9-B04,[Branch] C9-B04,본선 30과 별도. 분기 CSV enabled=1일 때만 진입
story_c10_q01,ms_ch_10,1,,skeleton,spine,0,[골격] 챕터10-01,[Skeleton] C10-Q01,
story_c10_q02,ms_ch_10,2,,skeleton,spine,0,[골격] 챕터10-02,[Skeleton] C10-Q02,
story_c10_q03,ms_ch_10,3,,skeleton,spine,0,[골격] 챕터10-03,[Skeleton] C10-Q03,
story_c10_q04,ms_ch_10,4,,skeleton,spine,0,[골격] 챕터10-04,[Skeleton] C10-Q04,
story_c10_q05,ms_ch_10,5,,skeleton,spine,0,[골격] 챕터10-05,[Skeleton] C10-Q05,
story_c10_q06,ms_ch_10,6,,skeleton,spine,0,[골격] 챕터10-06,[Skeleton] C10-Q06,
story_c10_q07,ms_ch_10,7,,skeleton,spine,0,[골격] 챕터10-07,[Skeleton] C10-Q07,
story_c10_q08,ms_ch_10,8,,skeleton,spine,0,[골격] 챕터10-08,[Skeleton] C10-Q08,
story_c10_q09,ms_ch_10,9,,skeleton,spine,0,[골격] 챕터10-09,[Skeleton] C10-Q09,
story_c10_q10,ms_ch_10,10,,skeleton,spine,0,[골격] 챕터10-10,[Skeleton] C10-Q10,
story_c10_q11,ms_ch_10,11,,skeleton,spine,0,[골격] 챕터10-11,[Skeleton] C10-Q11,
story_c10_q12,ms_ch_10,12,,skeleton,spine,0,[골격] 챕터10-12,[Skeleton] C10-Q12,
story_c10_q13,ms_ch_10,13,,skeleton,spine,0,[골격] 챕터10-13,[Skeleton] C10-Q13,
story_c10_q14,ms_ch_10,14,,skeleton,spine,0,[골격] 챕터10-14,[Skeleton] C10-Q14,
story_c10_q15,ms_ch_10,15,,skeleton,spine,0,[골격] 챕터10-15,[Skeleton] C10-Q15,
story_c10_q16,ms_ch_10,16,,skeleton,spine,0,[골격] 챕터10-16,[Skeleton] C10-Q16,
story_c10_q17,ms_ch_10,17,,skeleton,spine,0,[골격] 챕터10-17,[Skeleton] C10-Q17,
story_c10_q18,ms_ch_10,18,,skeleton,spine,0,[골격] 챕터10-18,[Skeleton] C10-Q18,
story_c10_q19,ms_ch_10,19,,skeleton,spine,0,[골격] 챕터10-19,[Skeleton] C10-Q19,
story_c10_q20,ms_ch_10,20,,skeleton,spine,0,[골격] 챕터10-20,[Skeleton] C10-Q20,
story_c10_q21,ms_ch_10,21,,skeleton,spine,0,[골격] 챕터10-21,[Skeleton] C10-Q21,
story_c10_q22,ms_ch_10,22,,skeleton,spine,0,[골격] 챕터10-22,[Skeleton] C10-Q22,
story_c10_q23,ms_ch_10,23,,skeleton,spine,0,[골격] 챕터10-23,[Skeleton] C10-Q23,
story_c10_q24,ms_ch_10,24,,skeleton,spine,0,[골격] 챕터10-24,[Skeleton] C10-Q24,
story_c10_q25,ms_ch_10,25,,skeleton,spine,0,[골격] 챕터10-25,[Skeleton] C10-Q25,
story_c10_q26,ms_ch_10,26,,skeleton,spine,0,[골격] 챕터10-26,[Skeleton] C10-Q26,
story_c10_q27,ms_ch_10,27,,skeleton,spine,0,[골격] 챕터10-27,[Skeleton] C10-Q27,
story_c10_q28,ms_ch_10,28,,skeleton,spine,0,[골격] 챕터10-28,[Skeleton] C10-Q28,
story_c10_q29,ms_ch_10,29,,skeleton,spine,0,[골격] 챕터10-29,[Skeleton] C10-Q29,
story_c10_q30,ms_ch_10,30,,skeleton,spine,1,[골격] 챕터10-30,[Skeleton] C10-Q30,챕터 엔딩 시네마틱 훅(endStoryReady=0이면 재생 없음)
story_c10_b01,ms_ch_10,101,,skeleton,branch,0,[분기 골격] 챕터10-B01,[Branch] C10-B01,본선 30과 별도. 분기 CSV enabled=1일 때만 진입
story_c10_b02,ms_ch_10,102,,skeleton,branch,0,[분기 골격] 챕터10-B02,[Branch] C10-B02,본선 30과 별도. 분기 CSV enabled=1일 때만 진입
story_c10_b03,ms_ch_10,103,,skeleton,branch,0,[분기 골격] 챕터10-B03,[Branch] C10-B03,본선 30과 별도. 분기 CSV enabled=1일 때만 진입
story_c10_b04,ms_ch_10,104,,skeleton,branch,0,[분기 골격] 챕터10-B04,[Branch] C10-B04,본선 30과 별도. 분기 CSV enabled=1일 때만 진입
